Passage,Harmonic,Arithmetic
Ezek.16.28,3,743
Ezek.16.29,3,1191
Ezek.16.30,3,754
Ezek.16.31,1,305
Ezek.16.32,4,975
Ezek.16.33,2,453
Ezek.16.34,2,401
Ezek.16.35,44,198
Ezek.16.36,2,603
Ezek.16.37,6,1512
Ezek.16.38,2,9
Ezek.16.39,1,16
Ezek.16.40,2,14
Ezek.16.41,3,194
Ezek.16.42,3,132
Ezek.16.43,5,1070
Ezek.16.44,2,461
Ezek.16.45,1,296
Ezek.16.46,3,247
Ezek.16.47,1,140
Ezek.16.48,7,177
Ezek.16.49,4,231
Ezek.16.50,2,61
Ezek.16.51,2,1288
Ezek.16.52,2,513
Ezek.16.53,2,1057
Ezek.16.54,2,566
Ezek.16.55,1,7
Ezek.16.56,2,33
Ezek.16.57,6,72
Ezek.16.58,4,1150
Ezek.16.59,6,681
Ezek.16.60,6,689
Ezek.16.61,2,996
Ezek.16.62,12,1082
Ezek.16.63,3,431
Ezek.16,2,552
Ezek.17.1,285,1274
Ezek.17.2,4,674
Ezek.17.3,3,773
Ezek.17.4,2,418
Ezek.17.5,4,393
Ezek.17.6,2,68
Ezek.17.7,2,109
Ezek.17.8,4,504
Ezek.17.9,2,494
Ezek.17.10,2,301
Ezek.17.11,285,1274
Ezek.17.12,28,492
Ezek.17.13,11,262
Ezek.17.14,3,737
Ezek.17.15,3,112
Ezek.17.16,7,1042
Ezek.17.17,3,100
Ezek.17.18,7,382
Ezek.17.19,6,871
Ezek.17.20,3,407
Ezek.17.21,5,770
Ezek.17.22,3,269
Ezek.17.23,3,263
Ezek.17.24,3,754
Ezek.17,3,493
Ezek.18.1,285,1274
Ezek.18.2,6,792
Ezek.18.3,21,257
Ezek.18.4,4,270
Ezek.18.5,31,508
Ezek.18.6,9,1051
Ezek.18.7,2,359
Ezek.18.8,5,322
Ezek.18.9,12,149
Ezek.18.10,3,21
Ezek.18.11,22,1379
Ezek.18.12,3,217
Ezek.18.13,9,400
Ezek.18.14,8,1157
Ezek.18.15,11,1490
Ezek.18.16,2,523
Ezek.18.17,7,367
Ezek.18.18,5,338
Ezek.18.19,5,342
Ezek.18.20,4,285
Ezek.18.21,8,1108
Ezek.18.22,5,1468
Ezek.18.23,3,117
Ezek.18.24,8,970
Ezek.18.25,6,717
Ezek.18.26,6,497
Ezek.18.27,6,1064
Ezek.18.28,4,778
Ezek.18.29,5,856
Ezek.18.30,9,335
Ezek.18.31,9,871
Ezek.18.32,8,650
Ezek.18,6,655
Ezek.19.1,27,668
Ezek.19.2,2,53
Ezek.19.3,4,106
Ezek.19.4,3,438
Ezek.19.5,2,338
Ezek.19.6,4,84
Ezek.19.7,1,45
Ezek.19.8,2,100
Ezek.19.9,3,652
Ezek.19.10,3,338
Ezek.19.11,3,457
Ezek.19.12,2,23
Ezek.19.13,4,85
Ezek.19.14,3,128
Ezek.19,3,260
Ezek.20.1,9,964
Ezek.20.2,285,1274
Ezek.20.3,17,598
Ezek.20.4,3,920
Ezek.20.5,13,426
Ezek.20.6,10,553
Ezek.20.7,5,597
Ezek.20.8,7,642
Ezek.20.9,11,629
Ezek.20.10,2,610
Ezek.20.11,14,1007
Ezek.20.12,13,1148
Ezek.20.13,9,514
Ezek.20.14,4,535
Ezek.20.15,30,565
Ezek.20.16,6,585
Ezek.20.17,5,94
Ezek.20.18,3,458
Ezek.20.19,6,745
Ezek.20.20,7,872
Ezek.20.21,12,600
Ezek.20.22,22,864
Ezek.20.23,5,670
Ezek.20.24,5,205
Ezek.20.25,15,607
Ezek.20.26,3,925
Ezek.20.27,19,497
Ezek.20.28,7,969
Ezek.20.29,14,528
Ezek.20.30,5,495
Ezek.20.31,5,300
Ezek.20.32,3,695
Ezek.20.33,5,303
Ezek.20.34,5,401
Ezek.20.35,15,694
Ezek.20.36,5,669
Ezek.20.37,2,99
Ezek.20.38,4,524
Ezek.20.39,5,421
Ezek.20.40,4,767
Ezek.20.41,6,377
Ezek.20.42,10,1569
Ezek.20.43,3,1237
Ezek.20.44,5,748
Ezek.20,6,649
Ezek.21.1,285,1274
Ezek.21.2,8,620
Ezek.21.3,5,358
Ezek.21.4,4,1523
Ezek.21.5,6,156
Ezek.21.6,285,1274
Ezek.21.7,7,952
Ezek.21.8,7,560
Ezek.21.9,11,748
Ezek.21.10,17,1148
Ezek.21.11,2,87
Ezek.21.12,6,466
Ezek.21.13,285,1274
Ezek.21.14,8,276
Ezek.21.15,3,227
Ezek.21.16,3,56
Ezek.21.17,3,951
Ezek.21.18,7,640
Ezek.21.19,4,259
Ezek.21.20,1,408
Ezek.21.21,1,5
Ezek.21.22,7,897
Ezek.21.23,285,1274
Ezek.21.24,7,134
Ezek.21.25,8,293
Ezek.21.26,2,325
Ezek.21.27,4,212
Ezek.21.28,3,136
Ezek.21.29,1,108
Ezek.21.30,16,652
Ezek.21.31,2,307
Ezek.21.32,4,732
Ezek.21.33,6,336
Ezek.21.34,6,325
Ezek.21.35,2,839
Ezek.21.36,3,34
Ezek.21.37,6,949
Ezek.21,4,485
Ezek.22.1,285,1274
Ezek.22.2,4,879
Ezek.22.3,4,143
Ezek.22.4,2,696
Ezek.22.5,1,7
Ezek.22.6,6,384
Ezek.22.7,3,19
Ezek.22.8,2,345
Ezek.22.9,8,79
Ezek.22.10,6,14
Ezek.22.11,7,1142
Ezek.22.12,3,69
Ezek.22.13,3,1159
Ezek.22.14,5,845
Ezek.22.15,1,9
Ezek.22.16,6,341
Ezek.22.17,285,1274
Ezek.22.18,5,267
Ezek.22.19,6,379
Ezek.22.20,2,224
Ezek.22.21,2,47
Ezek.22.22,4,556
Ezek.22.23,285,1274
Ezek.22.24,4,581
Ezek.22.25,2,11
Ezek.22.26,2,271
Ezek.22.27,2,25
Ezek.22.28,3,322
Ezek.22.29,3,195
Ezek.22.30,3,234
Ezek.22.31,5,94
Ezek.22,3,392
Ezek.23.1,285,1274
Ezek.23.2,34,225
Ezek.23.3,1,14
Ezek.23.4,2,48
Ezek.23.5,2,406
Ezek.23.6,3,10
Ezek.23.7,5,434
Ezek.23.8,2,462
Ezek.23.9,4,667
Ezek.23.10,3,44
Ezek.23.11,2,181
Ezek.23.12,4,314
Ezek.23.13,4,580
Ezek.23.14,3,586
Ezek.23.15,2,44
Ezek.23.16,2,49
Ezek.23.17,4,42
Ezek.23.18,5,572
Ezek.23.19,3,1650
Ezek.23.20,2,823
Ezek.23.21,1,91
Ezek.23.22,8,732
Ezek.23.23,3,278
Ezek.23.24,2,37
Ezek.23.25,4,25
Ezek.23.26,1,1095
Ezek.23.27,6,341
Ezek.23.28,6,962
Ezek.23.29,2,189
Ezek.23.30,3,895
Ezek.23.31,2,26
Ezek.23.32,2,109
Ezek.23.33,3,8
Ezek.23.34,2,437
Ezek.23.35,4,235
Ezek.23.36,5,814
Ezek.23.37,2,1077
Ezek.23.38,7,834
Ezek.23.39,5,761
Ezek.23.40,2,461
Ezek.23.41,2,315
Ezek.23.42,3,405
Ezek.23.43,1,12
Ezek.23.44,3,325
Ezek.23.45,2,218
Ezek.23.46,3,397
Ezek.23.47,1,14
Ezek.23.48,3,525
Ezek.23.49,2,363
Ezek.23,3,401
Ezek.24.1,18,598
Ezek.24.2,10,1111
Ezek.24.3,6,365
Ezek.24.4,2,262
Ezek.24.5,1,60
Ezek.24.6,4,519
Ezek.24.7,3,919
Ezek.24.8,3,845
Ezek.24.9,5,249
Ezek.24.10,1,12
Ezek.24.11,1,283
Ezek.24.12,2,49
Ezek.24.13,2,785
Ezek.24.14,3,562
Ezek.24.15,285,1274
Ezek.24.16,4,666
Ezek.24.17,2,405
Ezek.24.18,8,427
Ezek.24.19,20,445
Ezek.24.20,194,904
Ezek.24.21,5,656
Ezek.24.22,6,837
Ezek.24.23,1,777
Ezek.24.24,6,710
Ezek.24.25,4,841
Ezek.24.26,3,125
Ezek.24.27,5,699
Ezek.24,3,582
Ezek.25.1,285,1274
Ezek.25.2,41,690
Ezek.25.3,10,554
Ezek.25.4,2,51
Ezek.25.5,8,873
Ezek.25.6,3,504
Ezek.25.7,4,554
Ezek.25.8,5,257
Ezek.25.9,3,514
Ezek.25.10,7,460
Ezek.25.11,6,384
Ezek.25.12,3,172
Ezek.25.13,5,307
Ezek.25.14,4,955
Ezek.25.15,4,130
Ezek.25.16,11,1035
Ezek.25.17,6,975
Ezek.25,5,543
Ezek.26.1,25,664
Ezek.26.2,3,629
Ezek.26.3,6,167
Ezek.26.4,2,19
Ezek.26.5,5,351
Ezek.26.6,8,1000
Ezek.26.7,5,433
Ezek.26.8,4,29
Ezek.26.9,1,15
Ezek.26.10,1,12
Ezek.26.11,2,704
Ezek.26.12,1,24
Ezek.26.13,3,334
Ezek.26.14,6,774
Ezek.26.15,2,119
Ezek.26.16,2,590
Ezek.26.17,4,486
Ezek.26.18,2,513
Ezek.26.19,3,825
Ezek.26.20,4,912
Ezek.26.21,2,147
Ezek.26,3,447
Ezek.27.1,285,1274
Ezek.27.2,11,603
Ezek.27.3,4,450
Ezek.27.4,1,6
Ezek.27.5,3,278
Ezek.27.6,1,29
Ezek.27.7,3,81
Ezek.27.8,2,72
Ezek.27.9,3,208
Ezek.27.10,3,45
Ezek.27.11,2,506
Ezek.27.12,4,245
Ezek.27.13,3,58
Ezek.27.14,2,24
Ezek.27.15,2,109
Ezek.27.16,1,14
Ezek.27.17,2,212
Ezek.27.18,2,239
Ezek.27.19,1,4
Ezek.27.20,1,1
Ezek.27.21,3,74
Ezek.27.22,5,216
Ezek.27.23,1,17
Ezek.27.24,1,19
Ezek.27.25,2,29
Ezek.27.26,2,37
Ezek.27.27,2,462
Ezek.27.28,1,6
Ezek.27.29,1,398
Ezek.27.30,1,319
Ezek.27.31,3,16
Ezek.27.32,2,45
Ezek.27.33,2,34
Ezek.27.34,2,71
Ezek.27.35,2,37
Ezek.27.36,2,126
Ezek.27,2,186
Ezek.28.1,285,1274
Ezek.28.2,12,177
Ezek.28.3,2,758
Ezek.28.4,2,40
Ezek.28.5,2,8
Ezek.28.6,8,772
Ezek.28.7,3,288
Ezek.28.8,2,6
Ezek.28.9,3,287
Ezek.28.10,8,421
Ezek.28.11,285,1274
Ezek.28.12,5,395
Ezek.28.13,2,144
Ezek.28.14,4,94
Ezek.28.15,4,179
Ezek.28.16,2,53
Ezek.28.17,2,524
Ezek.28.18,2,396
Ezek.28.19,3,381
Ezek.28.20,285,1274
Ezek.28.21,28,628
Ezek.28.22,9,482
Ezek.28.23,5,197
Ezek.28.24,3,405
Ezek.28.25,8,1028
Ezek.28.26,7,459
Ezek.28,4,407
Ezek.29.1,6,578
Ezek.29.2,18,535
Ezek.29.3,4,414
Ezek.29.4,2,198
Ezek.29.5,4,548
Ezek.29.6,14,932
Ezek.29.7,2,428
Ezek.29.8,35,190
Ezek.29.9,7,595
Ezek.29.10,8,498
Ezek.29.11,7,502
Ezek.29.12,5,683
Ezek.29.13,32,1081
Ezek.29.14,5,783
Ezek.29.15,3,393
Ezek.29.16,6,518
Ezek.29.17,18,600
Ezek.29.18,5,941
Ezek.29.19,3,438
Ezek.29.20,11,1270
Ezek.29.21,8,458
Ezek.29,5,609
Ezek.30.1,285,1274
Ezek.30.2,6,298
Ezek.30.3,19,227
Ezek.30.4,4,21
Ezek.30.5,6,112
Ezek.30.6,6,433
Ezek.30.7,3,49
Ezek.30.8,6,980
Ezek.30.9,6,617
Ezek.30.10,52,773
Ezek.30.11,7,789
Ezek.30.12,6,865
Ezek.30.13,7,275
Ezek.30.14,3,750
Ezek.30.15,6,1009
Ezek.30.16,2,27
Ezek.30.17,3,16
Ezek.30.18,4,444
Ezek.30.19,26,383
Ezek.30.20,18,609
Ezek.30.21,3,523
Ezek.30.22,7,1296
Ezek.30.23,3,1138
Ezek.30.24,4,1208
Ezek.30.25,7,868
Ezek.30.26,11,876
Ezek.30,5,620
Ezek.31.1,10,610
Ezek.31.2,5,748
Ezek.31.3,2,56
Ezek.31.4,2,904
Ezek.31.5,2,301
Ezek.31.6,3,221
Ezek.31.7,2,535
Ezek.31.8,2,651
Ezek.31.9,3,677
Ezek.31.10,3,612
Ezek.31.11,2,138
Ezek.31.12,2,354
Ezek.31.13,6,565
Ezek.31.14,5,969
Ezek.31.15,2,414
Ezek.31.16,4,565
Ezek.31.17,9,338
Ezek.31.18,6,823
Ezek.31,3,571
Ezek.32.1,22,499
Ezek.32.2,3,293
Ezek.32.3,4,651
Ezek.32.4,4,593
Ezek.32.5,3,1253
Ezek.32.6,1,422
Ezek.32.7,2,707
Ezek.32.8,5,295
Ezek.32.9,3,773
Ezek.32.10,3,287
Ezek.32.11,8,576
Ezek.32.12,3,676
Ezek.32.13,3,874
Ezek.32.14,2,107
Ezek.32.15,6,1137
Ezek.32.16,7,476
Ezek.32.17,45,578
Ezek.32.18,4,920
Ezek.32.19,1,1081
Ezek.32.20,3,108
Ezek.32.21,3,579
Ezek.32.22,4,125
Ezek.32.23,6,588
Ezek.32.24,12,640
Ezek.32.25,6,362
Ezek.32.26,4,184
Ezek.32.27,3,976
Ezek.32.28,3,862
Ezek.32.29,5,1136
Ezek.32.30,4,1097
Ezek.32.31,9,532
Ezek.32.32,7,928
Ezek.32,4,643
Ezek.33.1,285,1274
Ezek.33.2,9,470
Ezek.33.3,4,1572
Ezek.33.4,7,617
Ezek.33.5,8,201
Ezek.33.6,4,421
Ezek.33.7,11,250
Ezek.33.8,7,139
Ezek.33.9,12,252
Ezek.33.10,4,500
Ezek.33.11,12,286
Ezek.33.12,3,396
Ezek.33.13,5,733
Ezek.33.14,4,29
Ezek.33.15,8,192
Ezek.33.16,9,935
Ezek.33.17,12,460
Ezek.33.18,10,32
Ezek.33.19,7,130
Ezek.33.20,10,513
Ezek.33.21,7,164
Ezek.33.22,10,777
Ezek.33.23,285,1274
Ezek.33.24,10,775
Ezek.33.25,5,478
Ezek.33.26,3,579
Ezek.33.27,6,524
Ezek.33.28,7,719
Ezek.33.29,9,1791
Ezek.33.30,7,673
Ezek.33.31,3,522
Ezek.33.32,2,520
Ezek.33.33,8,469
Ezek.33,6,540
Ezek.34.1,285,1274
Ezek.34.2,6,639
Ezek.34.3,2,987
Ezek.34.4,2,719
Ezek.34.5,3,47
Ezek.34.6,8,443
Ezek.34.7,65,1255
Ezek.34.8,6,527
Ezek.34.9,22,208
Ezek.34.10,5,431
Ezek.34.11,5,1026
Ezek.34.12,3,575
Ezek.34.13,2,608
Ezek.34.14,2,351
Ezek.34.15,5,200
Ezek.34.16,2,743
Ezek.34.17,3,143
Ezek.34.18,2,48
Ezek.34.19,1,3
Ezek.34.20,4,160
Ezek.34.21,1,846
Ezek.34.22,3,89
Ezek.34.23,9,163
Ezek.34.24,18,965
Ezek.34.25,5,171
Ezek.34.26,2,28
Ezek.34.27,5,1064
Ezek.34.28,10,401
Ezek.34.29,5,152
Ezek.34.30,99,952
Ezek.34.31,6,189
Ezek.34,4,507
Ezek.35.1,285,1274
Ezek.35.2,36,575
Ezek.35.3,11,160
Ezek.35.4,14,289
Ezek.35.5,8,752
Ezek.35.6,4,361
Ezek.35.7,4,683
Ezek.35.8,2,604
Ezek.35.9,3,533
Ezek.35.10,5,695
Ezek.35.11,3,393
Ezek.35.12,6,1500
Ezek.35.13,2,108
Ezek.35.14,8,503
Ezek.35.15,6,672
Ezek.35,5,612
Ezek.36.1,70,690
Ezek.36.2,8,196
Ezek.36.3,3,261
Ezek.36.4,4,529
Ezek.36.5,5,797
Ezek.36.6,5,343
Ezek.36.7,22,989
Ezek.36.8,3,568
Ezek.36.9,2,455
Ezek.36.10,3,515
Ezek.36.11,3,221
Ezek.36.12,3,793
Ezek.36.13,4,190
Ezek.36.14,4,596
Ezek.36.15,5,470
Ezek.36.16,285,1274
Ezek.36.17,4,486
Ezek.36.18,4,1146
Ezek.36.19,1,39
Ezek.36.20,5,1269
Ezek.36.21,5,1325
Ezek.36.22,20,958
Ezek.36.23,7,1059
Ezek.36.24,15,436
Ezek.36.25,2,36
Ezek.36.26,10,479
Ezek.36.27,5,600
Ezek.36.28,7,503
Ezek.36.29,6,426
Ezek.36.30,8,1043
Ezek.36.31,4,1132
Ezek.36.32,6,370
Ezek.36.33,3,624
Ezek.36.34,5,775
Ezek.36.35,2,69
Ezek.36.36,4,1196
Ezek.36.37,27,345
Ezek.36.38,5,229
Ezek.36,5,622
Ezek.37.1,4,817
Ezek.37.2,5,399
Ezek.37.3,7,435
Ezek.37.4,8,544
Ezek.37.5,5,258
Ezek.37.6,5,197
Ezek.37.7,2,345
Ezek.37.8,6,66
Ezek.37.9,5,504
Ezek.37.10,4,319
Ezek.37.11,4,552
Ezek.37.12,11,634
Ezek.37.13,3,1257
Ezek.37.14,11,837
Ezek.37.15,285,1274
Ezek.37.16,7,336
Ezek.37.17,4,490
Ezek.37.18,11,221
Ezek.37.19,9,837
Ezek.37.20,10,50
Ezek.37.21,24,890
Ezek.37.22,9,283
Ezek.37.23,4,362
Ezek.37.24,5,115
Ezek.37.25,20,681
Ezek.37.26,24,518
Ezek.37.27,14,180
Ezek.37.28,8,1428
Ezek.37,6,531
Ezek.38.1,285,1274
Ezek.38.2,6,397
Ezek.38.3,11,190
Ezek.38.4,4,218
Ezek.38.5,4,23
Ezek.38.6,4,456
Ezek.38.7,2,202
Ezek.38.8,4,558
Ezek.38.9,3,159
Ezek.38.10,7,433
Ezek.38.11,4,265
Ezek.38.12,3,388
Ezek.38.13,3,76
Ezek.38.14,10,297
Ezek.38.15,6,66
Ezek.38.16,5,494
Ezek.38.17,6,449
Ezek.38.18,9,502
Ezek.38.19,5,572
Ezek.38.20,5,511
Ezek.38.21,11,241
Ezek.38.22,5,350
Ezek.38.23,3,293
Ezek.38,5,356
Ezek.39.1,14,360
Ezek.39.2,2,427
Ezek.39.3,1,27
Ezek.39.4,8,773
Ezek.39.5,31,814
Ezek.39.6,5,432
Ezek.39.7,11,1012
Ezek.39.8,13,733
Ezek.39.9,2,131
Ezek.39.10,3,906
Ezek.39.11,5,690
Ezek.39.12,4,1135
Ezek.39.13,5,461
Ezek.39.14,4,980
Ezek.39.15,3,315
Ezek.39.16,2,93
Ezek.39.17,9,594
Ezek.39.18,5,64
Ezek.39.19,2,489
Ezek.39.20,13,505
Ezek.39.21,28,1558
Ezek.39.22,19,1145
Ezek.39.23,4,682
Ezek.39.24,2,54
Ezek.39.25,8,809
Ezek.39.26,3,1281
Ezek.39.27,5,111
Ezek.39.28,5,983
Ezek.39.29,13,1266
Ezek.39,5,688
Ezek.40.1,14,505
Ezek.40.2,4,675
Ezek.40.3,4,121
Ezek.40.4,8,889
Ezek.40.5,11,356
Ezek.40.6,7,766
Ezek.40.7,4,70
Ezek.40.8,5,950
Ezek.40.9,4,568
Ezek.40.10,4,40
Ezek.40.11,7,577
Ezek.40.12,6,78
Ezek.40.13,3,542
Ezek.40.14,33,674
Ezek.40.15,8,453
Ezek.40.16,3,75
Ezek.40.17,4,507
Ezek.40.18,3,390
Ezek.40.19,7,77
Ezek.40.20,4,503
Ezek.40.21,8,47
Ezek.40.22,3,352
Ezek.40.23,5,289
Ezek.40.24,6,70
Ezek.40.25,5,131
Ezek.40.26,5,373
Ezek.40.27,12,302
Ezek.40.28,14,839
Ezek.40.29,9,114
Ezek.40.30,8,64
Ezek.40.31,2,682
Ezek.40.32,19,930
Ezek.40.33,6,109
Ezek.40.34,5,315
Ezek.40.35,10,511
Ezek.40.36,7,115
Ezek.40.37,4,315
Ezek.40.38,2,867
Ezek.40.39,3,27
Ezek.40.40,3,331
Ezek.40.41,4,25
Ezek.40.42,5,717
Ezek.40.43,2,97
Ezek.40.44,5,558
Ezek.40.45,10,438
Ezek.40.46,5,778
Ezek.40.47,7,581
Ezek.40.48,11,208
Ezek.40.49,4,502
Ezek.40,5,399
Ezek.41.1,12,642
Ezek.41.2,11,46
Ezek.41.3,6,38
Ezek.41.4,34,841
Ezek.41.5,17,72
Ezek.41.6,4,432
Ezek.41.7,3,449
Ezek.41.8,2,42
Ezek.41.9,4,658
Ezek.41.10,38,88
Ezek.41.11,4,87
Ezek.41.12,6,437
Ezek.41.13,4,585
Ezek.41.14,4,82
Ezek.41.15,3,669
Ezek.41.16,2,100
Ezek.41.17,3,480
Ezek.41.18,2,23
Ezek.41.19,4,843
Ezek.41.20,2,140
Ezek.41.21,2,18
Ezek.41.22,6,408
Ezek.41.23,2,8
Ezek.41.24,2,13
Ezek.41.25,3,478
Ezek.41.26,2,327
Ezek.41,4,352
Ezek.42.1,5,850
Ezek.42.2,6,400
Ezek.42.3,3,866
Ezek.42.4,4,296
Ezek.42.5,1,143
Ezek.42.6,2,500
Ezek.42.7,7,627
Ezek.42.8,14,753
Ezek.42.9,1,28
Ezek.42.10,3,370
Ezek.42.11,2,393
Ezek.42.12,2,359
Ezek.42.13,7,772
Ezek.42.14,3,775
Ezek.42.15,5,804
Ezek.42.16,5,28
Ezek.42.17,11,62
Ezek.42.18,4,121
Ezek.42.19,4,400
Ezek.42.20,6,126
Ezek.42,3,502
Ezek.43.1,5,1051
Ezek.43.2,4,229
Ezek.43.3,5,1339
Ezek.43.4,16,1259
Ezek.43.5,8,824
Ezek.43.6,4,111
Ezek.43.7,5,759
Ezek.43.8,2,916
Ezek.43.9,2,674
Ezek.43.10,4,1619
Ezek.43.11,3,715
Ezek.43.12,13,475
Ezek.43.13,3,206
Ezek.43.14,5,174
Ezek.43.15,2,25
Ezek.43.16,3,343
Ezek.43.17,3,203
Ezek.43.18,7,359
Ezek.43.19,18,630
Ezek.43.20,6,266
Ezek.43.21,4,102
Ezek.43.22,3,561
Ezek.43.23,4,191
Ezek.43.24,5,563
Ezek.43.25,10,180
Ezek.43.26,3,817
Ezek.43.27,5,999
Ezek.43,4,602
Ezek.44.1,5,59
Ezek.44.2,23,1145
Ezek.44.3,6,446
Ezek.44.4,21,1395
Ezek.44.5,7,627
Ezek.44.6,11,806
Ezek.44.7,3,1126
Ezek.44.8,2,146
Ezek.44.9,9,887
Ezek.44.10,6,1030
Ezek.44.11,4,895
Ezek.44.12,11,605
Ezek.44.13,3,906
Ezek.44.14,28,480
Ezek.44.15,12,641
Ezek.44.16,4,1133
Ezek.44.17,5,71
Ezek.44.18,2,734
Ezek.44.19,3,1082
Ezek.44.20,1,1160
Ezek.44.21,12,748
Ezek.44.22,7,691
Ezek.44.23,4,233
Ezek.44.24,2,365
Ezek.44.25,2,512
Ezek.44.26,2,83
Ezek.44.27,21,561
Ezek.44.28,4,262
Ezek.44.29,4,152
Ezek.44.30,4,375
Ezek.44.31,14,599
Ezek.44,5,698
Ezek.45.1,11,462
Ezek.45.2,5,371
Ezek.45.3,4,80
Ezek.45.4,6,833
Ezek.45.5,7,101
Ezek.45.6,16,230
Ezek.45.7,5,293
Ezek.45.8,3,655
Ezek.45.9,11,247
Ezek.45.10,3,37
Ezek.45.11,2,265
Ezek.45.12,5,63
Ezek.45.13,3,416
Ezek.45.14,3,150
Ezek.45.15,3,282
Ezek.45.16,30,602
Ezek.45.17,4,573
Ezek.45.18,10,638
Ezek.45.19,12,282
Ezek.45.20,2,659
Ezek.45.21,9,110
Ezek.45.22,21,382
Ezek.45.23,6,44
Ezek.45.24,7,10
Ezek.45.25,2,57
Ezek.45,5,326
Ezek.46.1,11,109
Ezek.46.2,5,670
Ezek.46.3,4,255
Ezek.46.4,5,437
Ezek.46.5,8,28
Ezek.46.6,6,125
Ezek.46.7,10,64
Ezek.46.8,4,40
Ezek.46.9,10,561
Ezek.46.10,3,19
Ezek.46.11,4,23
Ezek.46.12,7,792
Ezek.46.13,6,136
Ezek.46.14,5,415
Ezek.46.15,6,922
Ezek.46.16,13,205
Ezek.46.17,4,126
Ezek.46.18,2,855
Ezek.46.19,4,896
Ezek.46.20,10,1565
Ezek.46.21,3,455
Ezek.46.22,2,30
Ezek.46.23,3,49
Ezek.46.24,7,1155
Ezek.46,5,499
Ezek.47.1,10,275
Ezek.47.2,5,273
Ezek.47.3,5,48
Ezek.47.4,4,65
Ezek.47.5,4,797
Ezek.47.6,5,324
Ezek.47.7,4,428
Ezek.47.8,3,715
Ezek.47.9,6,728
Ezek.47.10,2,73
Ezek.47.11,1,199
Ezek.47.12,3,460
Ezek.47.13,5,995
Ezek.47.14,4,922
Ezek.47.15,9,157
Ezek.47.16,3,844
Ezek.47.17,6,124
Ezek.47.18,4,325
Ezek.47.19,6,329
Ezek.47.20,15,135
Ezek.47.21,5,1177
Ezek.47.22,4,378
Ezek.47.23,13,548
Ezek.47,4,455
Ezek.48.1,7,333
Ezek.48.2,37,186
Ezek.48.3,34,105
Ezek.48.4,19,193
Ezek.48.5,20,200
Ezek.48.6,47,117
Ezek.48.7,49,247
Ezek.48.8,14,163
Ezek.48.9,29,498
Ezek.48.10,7,253
Ezek.48.11,5,862
Ezek.48.12,3,505
Ezek.48.13,45,210
Ezek.48.14,4,635
Ezek.48.15,3,311
Ezek.48.16,8,67
Ezek.48.17,6,57
Ezek.48.18,6,54
Ezek.48.19,2,133
Ezek.48.20,16,821
Ezek.48.21,7,389
Ezek.48.22,10,410
Ezek.48.23,19,146
Ezek.48.24,35,187
Ezek.48.25,29,184
Ezek.48.26,28,184
Ezek.48.27,17,184
Ezek.48.28,11,477
Ezek.48.29,6,713
Ezek.48.30,8,85
Ezek.48.31,19,421
Ezek.48.32,17,120
Ezek.48.33,20,98
Ezek.48.34,12,107
Ezek.48.35,34,643
Ezek.48,9,293
Ezek,4,522
Dan.1.1,27,154
Dan.1.2,17,531
Dan.1.3,3,424
Dan.1.4,3,365
Dan.1.5,2,203
Dan.1.6,9,173
Dan.1.7,2,59
Dan.1.8,2,1014
Dan.1.9,4,819
Dan.1.10,4,1602
Dan.1.11,4,1049
Dan.1.12,3,617
Dan.1.13,3,153
Dan.1.14,5,204
Dan.1.15,5,305
Dan.1.16,2,773
Dan.1.17,3,113
Dan.1.18,4,649
Dan.1.19,5,239
Dan.1.20,5,952
Dan.1.21,23,207
Dan.1,4,567
Dan.2.1,3,11
Dan.2.2,3,277
Dan.2.3,3,374
Dan.2.4,3,23
Dan.2.5,2,27
Dan.2.6,2,51
Dan.2.7,2,17
Dan.2.8,3,223
Dan.2.9,2,101
Dan.2.10,2,342
Dan.2.11,2,60
Dan.2.12,3,236
Dan.2.13,1,3
Dan.2.14,2,51
Dan.2.15,3,258
Dan.2.16,3,372
Dan.2.17,2,6
Dan.2.18,4,276
Dan.2.19,2,9
Dan.2.20,5,89
Dan.2.21,1,16
Dan.2.22,1,90
Dan.2.23,2,65
Dan.2.24,4,392
Dan.2.25,3,118
Dan.2.26,3,36
Dan.2.27,3,31
Dan.2.28,3,35
Dan.2.29,2,251
Dan.2.30,2,335
Dan.2.31,2,17
Dan.2.32,1,90
Dan.2.33,2,68
Dan.2.34,2,292
Dan.2.35,1,134
Dan.2.36,4,14
Dan.2.37,3,82
Dan.2.38,2,74
Dan.2.39,2,53
Dan.2.40,2,287
Dan.2.41,2,112
Dan.2.42,1,51
Dan.2.43,2,46
Dan.2.44,2,130
Dan.2.45,3,134
Dan.2.46,2,277
Dan.2.47,2,106
Dan.2.48,3,616
Dan.2.49,3,275
Dan.2,2,156
Dan.3.1,2,16
Dan.3.2,2,26
Dan.3.3,2,33
Dan.3.4,1,2
Dan.3.5,2,24
Dan.3.6,4,27
Dan.3.7,3,105
Dan.3.8,2,237
Dan.3.9,3,38
Dan.3.10,2,39
Dan.3.11,5,32
Dan.3.12,3,144
Dan.3.13,3,12
Dan.3.14,2,27
Dan.3.15,2,53
Dan.3.16,3,236
Dan.3.17,2,70
Dan.3.18,3,58
Dan.3.19,2,332
Dan.3.20,2,24
Dan.3.21,1,6
Dan.3.22,2,173
Dan.3.23,2,7
Dan.3.24,2,16
Dan.3.25,2,21
Dan.3.26,3,39
